hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Blue Bay Suites,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=7;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Solo traveller~Standard Twin Room~Stayed 1 night~Business trip~Standard Double Room~Group~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,10,1,14,25
Crystal Sanctuary,https://www.booking.com/reviews/be/hotel/thon-residence-florence.en-gb.html?label=gen173nr-1DCA0oFUIXdGhvbi1yZXNpZGVuY2UtZmxvcmVuY2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Atur14cGwAIB0gIkMDRkN2M3OWQtYTE2YS00MGYyLTlmMjUtNTA4MWQ1ZTQwZjJk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/thon-residence-florence.en-gb.html?label=gen173nr-1DCA0oFUIXdGhvbi1yZXNpZGVuY2UtZmxvcmVuY2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Atur14cGwAIB0gIkMDRkN2M3OWQtYTE2YS00MGYyLTlmMjUtNTA4MWQ1ZTQwZjJk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.0,Stayed 4 nights~Solo traveller~Business trip~Stayed 3 nights~Studio~Couple~One-Bedroom Apartment~Submitted via mobile,4,0,3,7
Blue Tower,https://www.booking.com/reviews/by/hotel/tourist.en-gb.html?label=gen173nr-1DCA0oJUIHdG91cmlzdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCq8bXhwbAAgHSAiQzYjc3NmE1ZC0xOTdiLTQ3NDYtOWM0NS1mNzYzYjZmOTkzMWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/by/tourist.en-gb.html?label=gen173nr-1DCA0oJUIHdG91cmlzdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCq8bXhwbAAgHSAiQzYjc3NmE1ZC0xOTdiLTQ3NDYtOWM0NS1mNzYzYjZmOTkzMWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Stayed 1 night~Solo traveller~Standard Twin Room~Business trip~Standard Single Room~Group~Stayed 11 nights~Superior Single Room~Stayed 3 nights~Stayed 2 nights~Couple~Deluxe Single Room~Submitted via mobile,7,2,6,15
Vintage Suites,https://www.booking.com/reviews/be/hotel/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.5,Leisure trip~Stayed 1 night~Business trip~Solo traveller~Stayed 9 nights~Group~Comfort Twin Room~Stayed 3 nights~Stayed 2 nights~Comfort Double Room~Couple~Submitted via mobile,11,0,13,24
Luxury City Residence,https://www.booking.com/reviews/be/hotel/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.5,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Business trip~Comfort Twin Room~Stayed 3 nights~Stayed 2 nights~Comfort Double Room~Couple~Stayed 5 nights~Stayed 6 nights~Submitted via mobile~Family with young children,9,0,16,25
Sunny Park Plaza,https://www.booking.com/reviews/be/hotel/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.5,Stayed 4 nights~Leisure trip~Solo traveller~Stayed 1 night~People with friends~Group~Comfort Twin Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Comfort Double Room~Couple~Business trip~Family with young children,13,4,7,24
Silver Suites,https://www.booking.com/reviews/be/hotel/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/eden-antwerp-by-sheetz-hotels.en-gb.html?label=gen173nr-1DCA0oFUIdZWRlbi1hbnR3ZXJwLWJ5LXNoZWV0ei1ob3RlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArTD14cGwAIB0gIkMTEwMDAyZWMtY2E4Mi00NmE0LTgzOTEtOWVkODM4ZTVmOWU42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.5,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Business trip~People with friends~Group~Comfort Twin Room~Stayed 3 nights~Stayed 2 nights~Comfort Double Room~Couple~Submitted via mobile,9,0,10,19
Majestic Villa,https://www.booking.com/reviews/be/hotel/trumpet-house.en-gb.html?label=gen173nr-1DCA0oFUINdHJ1bXBldC1ob3VzZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjbbXhwbAAgHSAiRhM2RjNWQwYy03OTUwLTQ5ZWMtOTdjMy0wYzUwZmUxMzk5ZWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/trumpet-house.en-gb.html?label=gen173nr-1DCA0oFUINdHJ1bXBldC1ob3VzZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjbbXhwbAAgHSAiRhM2RjNWQwYy03OTUwLTQ5ZWMtOTdjMy0wYzUwZmUxMzk5ZWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.7,Leisure trip~Holiday Home~Group~Stayed 2 nights~Family with young children,2,0,0,2
Pacific Villa,https://www.booking.com/reviews/be/hotel/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.5,Leisure trip~Stayed 1 night~Business trip~Double Room~Twin Room~Solo traveller~Group~People with friends~Triple Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,17,0,7,24
Urban View Hotel,https://www.booking.com/reviews/be/hotel/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.5,Leisure trip~Solo traveller~Triple Room~Double Room~Stayed 1 night~Business trip~Group~People with friends~Twin Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,8,5,12,25
Pacific Suites,https://www.booking.com/reviews/be/hotel/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/campanileantwerpen.en-gb.html?label=gen173nr-1DCA0oFUISY2FtcGFuaWxlYW50d2VycGVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALCxdeHBsACAdICJDYyNDc3ZDY0LThiMmQtNDI0NS04ZjE0LTE5NjFhYjI3YTE2ZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.5,Leisure trip~Stayed 1 night~Solo traveller~Double Room~Couple~Submitted via mobile,2,0,0,2
Central Park Tower,https://www.booking.com/reviews/be/hotel/une-parenthese-en-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIZdW5lLXBhcmVudGhlc2UtZW4tYXJkZW5uZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp8bXhwbAAgHSAiRhMzlhYzY2MC1jYjc1LTRhNTctYWQ2OC1jODYwZGI5YmNlYTnYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/une-parenthese-en-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIZdW5lLXBhcmVudGhlc2UtZW4tYXJkZW5uZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp8bXhwbAAgHSAiRhMzlhYzY2MC1jYjc1LTRhNTctYWQ2OC1jODYwZGI5YmNlYTnYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.2,Leisure trip~People with friends~Six-Bedroom House~Stayed 7 nights~Stayed 3 nights~Stayed 2 nights~Submitted via mobile,2,0,1,3
Crystal View Cottage,https://www.booking.com/reviews/by/hotel/usad-ba-v-khutorskoi-tishi.en-gb.html?label=gen173nr-1DCA0oJUIadXNhZC1iYS12LWtodXRvcnNrb2ktdGlzaGlIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtO514cGwAIB0gIkNjBjYTJkYjYtNGM1OC00ZjBiLWIwZmMtNjU1ZmFmZDM2YTlm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/by/usad-ba-v-khutorskoi-tishi.en-gb.html?label=gen173nr-1DCA0oJUIadXNhZC1iYS12LWtodXRvcnNrb2ktdGlzaGlIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtO514cGwAIB0gIkNjBjYTJkYjYtNGM1OC00ZjBiLWIwZmMtNjU1ZmFmZDM2YTlm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.9,Leisure trip~Stayed 1 night~Holiday Home~Group~Classic Triple Room~Stayed 2 nights~Submitted via mobile~Family with young children,4,0,0,4
Elite View Inn,https://www.booking.com/reviews/be/hotel/v-apartments.en-gb.html?label=gen173nr-1DCA0oFUIMdi1hcGFydG1lbnRzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALktdeHBsACAdICJDUyNjBmNTc4LWNjMzgtNDM4Zi1hNjkxLTMxZDRhNWMzOGIwYtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/v-apartments.en-gb.html?label=gen173nr-1DCA0oFUIMdi1hcGFydG1lbnRzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALktdeHBsACAdICJDUyNjBmNTc4LWNjMzgtNDM4Zi1hNjkxLTMxZDRhNWMzOGIwYtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Leisure trip~Group~Stayed 7 nights~Apartment with Balcony~Stayed 3 nights~Apartment with Terrace~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,7,0,0,7
Atlantic View Plaza,https://www.booking.com/reviews/be/hotel/vip-67.en-gb.html?label=gen173nr-1DCA0oFUIGdmlwLTY3SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALfv9eHBsACAdICJGU1ZjI1NzkxLWNkY2YtNDNlNS04MzAwLTM5OTZhNmNjNzQ2MNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vip-67.en-gb.html?label=gen173nr-1DCA0oFUIGdmlwLTY3SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALfv9eHBsACAdICJGU1ZjI1NzkxLWNkY2YtNDNlNS04MzAwLTM5OTZhNmNjNzQ2MNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.1,Stayed 4 nights~Leisure trip~Three-Bedroom Apartment~Stayed 1 night~Business trip~Solo traveller~Stayed 3 nights~Stayed 2 nights~Couple~One-Bedroom Apartment~Submitted via mobile~Family with young children,10,0,0,10
Atlantic City Haven,https://www.booking.com/reviews/be/hotel/pastorij-mettekoven.en-gb.html?label=gen173nr-1DCA0oFUITcGFzdG9yaWotbWV0dGVrb3ZlbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC_7PXhwbAAgHSAiQzZTc4Y2FmNy03MjQ0LTRiNTUtYTYxMi0xMGYxYzEwOTIyMDnYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/pastorij-mettekoven.en-gb.html?label=gen173nr-1DCA0oFUITcGFzdG9yaWotbWV0dGVrb3ZlbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC_7PXhwbAAgHSAiQzZTc4Y2FmNy03MjQ0LTRiNTUtYTYxMi0xMGYxYzEwOTIyMDnYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.3,Stayed 4 nights~Leisure trip~Holiday Home~Group~With a pet~Couple~Stayed 6 nights~Submitted via mobile,2,0,0,2
Silver City Villa,https://www.booking.com/reviews/be/hotel/vida.en-gb.html?label=gen173nr-1DCA0oFUIEdmlkYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC6bjXhwbAAgHSAiQ3OWExMWIyNC0wMzkyLTQxODgtOTRkNC1jNzhhMzA5NTMyOGLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vida.en-gb.html?label=gen173nr-1DCA0oFUIEdmlkYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC6bjXhwbAAgHSAiQ3OWExMWIyNC0wMzkyLTQxODgtOTRkNC1jNzhhMzA5NTMyOGLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.5,Stayed 4 nights~Leisure trip~Two-Bedroom House~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,3,0,0,3
Elite Bay Plaza,https://www.booking.com/reviews/be/hotel/vakantiehuisje-de-vuurtoren.en-gb.html?label=gen173nr-1DCA0oFUIbdmFrYW50aWVodWlzamUtZGUtdnV1cnRvcmVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKOxdeHBsACAdICJDYyMjA4ODY3LWQyYmQtNGE5NC1hNGZjLTUyMWU5OGQ1YjVlM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantiehuisje-de-vuurtoren.en-gb.html?label=gen173nr-1DCA0oFUIbdmFrYW50aWVodWlzamUtZGUtdnV1cnRvcmVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKOxdeHBsACAdICJDYyMjA4ODY3LWQyYmQtNGE5NC1hNGZjLTUyMWU5OGQ1YjVlM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.6,Leisure trip~Holiday Home~Solo traveller~Business trip~Stayed 7 nights~Stayed 2 nights~Couple~Submitted via mobile,2,0,0,2
Vintage Suites,https://www.booking.com/reviews/be/hotel/vakantiehuis-cathedral.en-gb.html?label=gen173nr-1DCA0oFUIWdmFrYW50aWVodWlzLWNhdGhlZHJhbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCiMLXhwbAAgHSAiQ2ZGIzNzBmMC1kNjlhLTQzYjUtOGQ0ZC02ODcyMTgxMmZkMTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantiehuis-cathedral.en-gb.html?label=gen173nr-1DCA0oFUIWdmFrYW50aWVodWlzLWNhdGhlZHJhbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCiMLXhwbAAgHSAiQ2ZGIzNzBmMC1kNjlhLTQzYjUtOGQ0ZC02ODcyMTgxMmZkMTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Leisure trip~Stayed 1 night~Solo traveller~People with friends~Group~Double Room with Private External Bathroom - Shower~Double Room with Private External Bathroom - Bath~Standard Double Room with Shower~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,14,1,7,22
Green Inn,https://www.booking.com/reviews/be/hotel/vakantieverblijf-beestenboel.en-gb.html?label=gen173nr-1DCA0oFUIcdmFrYW50aWV2ZXJibGlqZi1iZWVzdGVuYm9lbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQxNjZhNTAzMS04MTdiLTQ3ZmYtODEyNC1hNWNiODE5ODMzNznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantieverblijf-beestenboel.en-gb.html?label=gen173nr-1DCA0oFUIcdmFrYW50aWV2ZXJibGlqZi1iZWVzdGVuYm9lbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQxNjZhNTAzMS04MTdiLTQ3ZmYtODEyNC1hNWNiODE5ODMzNznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.8,Stayed 4 nights~Leisure trip~Business trip~People with friends~Stayed 3 nights~Apartment~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,5,0,0,5
Comfort Lodge,https://www.booking.com/reviews/be/hotel/vakantiewoning-de-konijnenweg.en-gb.html?label=gen173nr-1DCA0oFUIddmFrYW50aWV3b25pbmctZGUta29uaWpuZW53ZWdIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuK114cGwAIB0gIkODBjOWVjZDgtNjFhNi00ZDQzLThiMjUtYTkzMjI1ZGMwN2Rk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantiewoning-de-konijnenweg.en-gb.html?label=gen173nr-1DCA0oFUIddmFrYW50aWV3b25pbmctZGUta29uaWpuZW53ZWdIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuK114cGwAIB0gIkODBjOWVjZDgtNjFhNi00ZDQzLThiMjUtYTkzMjI1ZGMwN2Rk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.7,Stayed 4 nights~Leisure trip~Solo traveller~Business trip~Two-Bedroom Apartment~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,3,0,0,3
Modern Apartments,https://www.booking.com/reviews/be/hotel/vakantiewoning-margaux.en-gb.html?label=gen173nr-1DCA0oFUIWdmFrYW50aWV3b25pbmctbWFyZ2F1eEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4rXXhwbAAgHSAiRmYWFiODA4Ni0wYzMzLTQxYWQtYWE1OS0yM2UzZmIyOGE3ODLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantiewoning-margaux.en-gb.html?label=gen173nr-1DCA0oFUIWdmFrYW50aWV3b25pbmctbWFyZ2F1eEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4rXXhwbAAgHSAiRmYWFiODA4Ni0wYzMzLTQxYWQtYWE1OS0yM2UzZmIyOGE3ODLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.6,Stayed 4 nights~Leisure trip~Holiday Home~Business trip~Group~Stayed 3 nights~Stayed 2 nights~Submitted via mobile~Family with young children,6,0,1,7
Luxury Haven,https://www.booking.com/reviews/be/hotel/vakantiewoning-wanderlust.en-gb.html?label=gen173nr-1DCA0oFUIZdmFrYW50aWV3b25pbmctd2FuZGVybHVzdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gClb7XhwbAAgHSAiRhMjQxMjBmNy01YjRhLTQyMGYtODViNC1hMTQwMzU3MDNkOTTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/vakantiewoning-wanderlust.en-gb.html?label=gen173nr-1DCA0oFUIZdmFrYW50aWV3b25pbmctd2FuZGVybHVzdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gClb7XhwbAAgHSAiRhMjQxMjBmNy01YjRhLTQyMGYtODViNC1hMTQwMzU3MDNkOTTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.5,Stayed 4 nights~Leisure trip~Holiday Home~Solo traveller~Stayed 1 night~People with friends~Group~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,12,0,0,12
